title| total_time |yields|ingredients|instructions|calories|nutrients|category
Wet Wet Sauce|10|16 servings|['1 bunch green onions, thinly sliced', '2 tablespoons minced garlic', '1 1/2 tablespoons ginger', '3 tablespoons Korean chili flakes', '2 teaspoons sesame seeds', '1 tablespoon sesame oil', '1 cup vegetable oil', '1/4 cup soy sauce', '2 tablespoons oyster sauce', '3 tablespoons rice vinegar']|Add scallions, garlic, ginger, chili flakes, sesame seeds, and sesame oil to a heat-safe bowl with plenty of room left to add more ingredients.Heat neutral oil over medium-high heat in a small saucepan until hot, about 5 minutes. Pour hot oil carefully over green onion mixture. It will bubble up, so pour slowly. Once the bubbling stops, stir the mixture and allow to cool slightly.Stir in soy sauce, oyster sauce and vinegar. Transfer mixture to a jar or container with a tight fitting lid and refrigerate until ready to use.|141 kcal|{'calories': '141 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '0 mg', 'fiberContent': '1 g', 'proteinContent': '1 g', 'saturatedFatContent': '1 g', 'sodiumContent': '282 mg', 'sugarContent': '0 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}|Side Dish,Dinner,Sauce
Parmesan-Crusted Roasted Cabbage|40|4 servings|['3 ounces Parmesan cheese', '3 tablespoons olive oil', '1 tablespoon italian seasoning', '2 teaspoons garlic powder', '3/4 teaspoon kosher salt', '1/2 teaspoon paprika', '2 pounds head cabbage']|Gather all ingredients. Preheat oven to 450 degrees F (230 degrees C) with racks in top third and lower third positions. Line 2 large-rimmed baking sheets with parchment paper.Stir together Parmesan cheese, oil, Italian seasoning, garlic powder, salt, and paprika in a small bowl until cheese is well coated in oil mixture.Evenly spread Parmesan mixture on one side of each cabbage wedge (about 2 tablespoons per wedge) and arrange, paste side down, on the prepared baking sheets.Bake in the preheated oven until cabbage is tender-crisp and Parmesan creates a golden brown crust on bottom of cabbage, 16 to 18 minutes, rotating pans between top and bottom racks and from front to back halfway through.Remove cabbage from oven, and let stand undisturbed for 2 minutes, before using a spatula to release cabbage wedges from baking sheets. Turn cabbage wedges over, cheese side up; and bake at 450 degrees F (230 degrees C) until cabbage is tender, 6 to 8 minutes. Serve hot.|238 kcal|{'calories': '238 kcal', 'carbohydrateContent': '15 g', 'cholesterolContent': '15 mg', 'fiberContent': '5 g', 'proteinContent': '11 g', 'saturatedFatContent': '5 g', 'sodiumContent': '616 mg', 'sugarContent': '7 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}|Side Dish
Cheesy Potato Stacks|55|8 servings|['1 pound ukon gold potatoes,', '2 tablespoons olive oil', '1/2 teaspoon salt', '1/2 teaspoon fresh parsley', '1/4 teaspoon garlic powder', '1/4 teaspoon ground black pepper', '1/2 cup shredded Cheddar cheese']|Preheat the oven to 375 degrees F (190 degrees C).Place potato slices in a large bowl. In a separate bowl whisk olive oil, salt, parsley, garlic powder, and pepper until smooth. Pour the olive oil mixture over the potatoes. Toss to coat.Using a muffin pan, stack potato slices into 8 of the muffin molds. They should reach the top of the mold but not overflow.Bake in the preheated oven for 40 minutes. Divide cheese over the top of the 8 stacks. Bake until cheese is melted, about 5 minutes more. Remove the stacks using a spoon and serve immediately.|112 kcal|{'calories': '112 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '7 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '2 g', 'sodiumContent': '184 mg', 'sugarContent': '1 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Instant Pot Leek Mashed Potatoes|55|4 servings|['1 pound potatoes, peeled and cut into 1-inch cubes', '1 leek, white parts only, quartered lengthwise and finely sliced', '½ teaspoon coarse salt', 'water to cover', '⅓ cup milk, warmed', '2 tablespoons butter', 'salt to taste']|Combine potatoes, leek, and salt in a multi-functional pressure cooker (such as Instant Pot). Add water to cover, about 2 cups. Close and lock the lid. Select high pressure according to manufacturer's instructions; set timer for 10 minutes. Allow about 10 minutes for pressure to build.Release pressure using the natural-release method according to manufacturer's instructions, about 10 minutes. Carefully release remaining pressure using the quick-release method, about 5 minutes. Unlock and remove the lid. Drain potatoes well and return them to the pot.Select Saute function. Toss potatoes until dried and starting to sizzle, about 3 minutes. Add butter; stir until melted. Add milk. Mash potatoes with the back of a wooden spoon for a rustic mash, or run them through a ricer for a smoother mash. Taste and adjust the salt.|162 kcal|{'calories': '162 kcal', 'carbohydrateContent': '24 g', 'cholesterolContent': '17 mg', 'fiberContent': '3 g', 'proteinContent': '3 g', 'saturatedFatContent': '4 g', 'sodiumContent': '343 mg', 'sugarContent': '3 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}|Side Dish
Golden Butter Rice|35|8 servings|['1/2 cup unsalted butter', '1 tablespoon fresh ginger', '1 1/4 teaspoons ground turmeric', '1/4 teaspoon cayenne pepper', '1 tablespoon brown sugar', '1 teaspoon salt', '2 cups basmati rice or other long grain white rice', '3 cups water', '1/3 cup chopped walnuts (optional)', '1/3 cup sliced green onions (optional)']|Melt butter in a pan or pot with a tight-fitting lid over medium heat. As soon as butter starts to bubble, add in ginger, turmeric, cayenne, brown sugar, and salt. Cook, whisking, for 1 minute.Add rice, and stir until every grain is coated with butter. Stir in water, and bring to a boil over high heat. As soon as it begins to boil, gently shake and swirl the pan to settle rice into an even layer, then reduce heat to medium-low.Cover tightly and simmer for 15 minutes. Turn off heat, and let rest, covered, for 10 minutes. DO NOT lift the lid or try to stir yet.Now, remove the lid and use a fork to fluff and separate rice grains. Season to taste, and serve immediately, garnished with walnuts and green onions.|161 kcal|{'calories': '161 kcal', 'carbohydrateContent': '13 g', 'cholesterolContent': '31 mg', 'fiberContent': '0 g', 'proteinContent': '1 g', 'saturatedFatContent': '7 g', 'sodiumContent': '271 mg', 'sugarContent': '1 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}|Side Dish,Dinner
Copycat In-N-Out Special Sauce|5|16 servings|['2/3 cup mayonnaise', '3 tablespoons ketchup', '2 tablespoons pickle relish', '1 1/2 teaspoons vinegar', '1/2 teaspoon sugar', '1/4 teaspoon salt', '1/4 teaspoon pepper (optional)']|Stir mayonnaise, ketchup, pickle relish, vinegar, sugar, salt, and pepper together in a small bowl and until well combined. Serve immediately or refrigerate for up to 2 weeks.|69 kcal|{'calories': '69 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '4 mg', 'fiberContent': '0 g', 'proteinContent': '0 g', 'saturatedFatContent': '1 g', 'sodiumContent': '134 mg', 'sugarContent': '1 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}|Side Dish,Dinner,Sauce
Lemon Asparagus Pasta|30|8 servings|['1 (16 ounce) package penne pasta', '1 pound fresh asparagus, trimmed and cut into 2-inch pieces', '1 large lemon, zested and juiced', '1 cup grated Parmesan cheese', '½ cup olive oil', 'salt to taste', 'freshly cracked black pepper to taste']|Fill a large pot with lightly salted water and bring to a boil. Stir in penne and return to a boil. Cook pasta uncovered, stirring occasionally, for about 8 minutes. Penne will still be slightly firm.Stir asparagus into the pot with the boiling penne pasta and bring back to a boil; cook until pasta is al dente and asparagus is tender-crisp but still bright green, about 3 more minutes. Drain pasta and asparagus.Place penne and asparagus into a large bowl; lightly stir in lemon zest, lemon juice, Parmesan cheese, olive oil, salt, and black pepper until thoroughly combined.|378 kcal|{'calories': '378 kcal', 'carbohydrateContent': '45 g', 'cholesterolContent': '9 mg', 'fiberContent': '4 g', 'proteinContent': '13 g', 'saturatedFatContent': '4 g', 'sodiumContent': '158 mg', 'sugarContent': '3 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Loaded Waffle Fries|55|6 servings|['1 tablespoon ketchup', '1 tablespoon mayonnaise', '1 teaspoon yellow mustard', '1 teaspoon dill pickle relish', '12 ounces waffle fries', '2 slices thick cut bacon', '8 ounces lean ground beef', '1/2 teaspoon Seasoning)', '1 cup shredded Cheddar cheese', '1 cup shredded lettuce', '1 Roma tomato, chopped', '2 tablespoons red onion']|Whisk ketchup, mayonnaise, mustard, and dill pickle relish in a small bowl. Set sauce aside.Preheat the oven to 425 degrees F (220 degrees C). Line a baking sheet with foil, and arrange waffle fries on the sheet in a single layer.Bake fries in the preheated oven until golden, about 20 minutes, or according to package directions.Meanwhile, place bacon in a skillet over medium-high heat and cook until crisp, about 5 minutes. Transfer bacon to a paper towel-lined plate. Crumble when cool enough to handle.Heat the same skillet over medium-high heat. Crumble beef into the skillet, sprinkle with Worcestershire pub burger seasoning, and cook and stir until browned, about 8 minutes. Drain in a colander.Divide beef among the cooked fries and top with cheese. Return baking sheet to the oven and bake until cheese is melted, about 5 minutes.Top fries with lettuce, tomato, onion, and bacon. Drizzle reserved sauce over the top and serve immediately.|387 kcal|{'calories': '387 kcal', 'carbohydrateContent': '27 g', 'cholesterolContent': '57 mg', 'fiberContent': '3 g', 'proteinContent': '19 g', 'saturatedFatContent': '7 g', 'sodiumContent': '440 mg', 'sugarContent': '2 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}|Appetizer,Dinner
French Fries all'Assassina (Assassin’s French Fries)|40|4 servings|['3 tablespoons tomato paste', '1/4 cup olive oil', '3 cloves garlic, finely crushed or minced', '1/2 teaspoon granulated garlic', '1 1/2 teaspoons red pepper flakes', '1/4 teaspoon cayenne pepper', '1/4 teaspoon ground black pepper', '1/8 teaspoon kosher salt', '16 ounces rench fries', '2 ounces armigiano-Reggiano cheese', '1 teaspoon talian parsley (optional)']|Preheat the oven to 450 degrees F (230 degrees C). Line a baking sheet with parchment.Add tomato paste, olive oil, crushed garlic, granulated garlic, red pepper flakes, cayenne, black pepper, and salt to a large mixing bowl, and whisk thoroughly to combine.Add the fries in using your hands, a few at a time; make sure fries are all separated, and no ice goes into the bowl.Toss gently with a spatula until every fry is completely and evenly coated.Use a microplane or other very fine grater to grate a dusting of Parmigiano-Reggiano over the top of the fries. Toss with spatula until evenly mixed in, and then repeat for a total of 2 grated cheese additions.Transfer fries to the prepared baking sheet in a single, even layer; space out as evenly as possible. Grate Parmigiano-Reggiano over the top until every fry is covered.Bake in the preheated oven until the fries are very well browned, charred in spots, and the edges of the fries have crisped up, 30 to 35 minutes. Depending on the size and shape of your frozen fries, you may need to bake longer, but start checking at 30 minutes.Grated additional Parmigiano-Reggiano over fries, sprinkle with chopped parsley, and serve immediately.|550 kcal|{'calories': '550 kcal', 'carbohydrateContent': '53 g', 'cholesterolContent': '12 mg', 'fiberContent': '5 g', 'proteinContent': '9 g', 'saturatedFatContent': '7 g', 'sodiumContent': '540 mg', 'sugarContent': '2 g', 'fatContent': '34 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Potato Salad with Beans and Yogurt Dressing|30|6 servings|['1 pound red potatoes, cut into 1/2-inch cubes', '1 cup baby lima beans', '1 (5.3 ounce) container plain Greek yogurt,', '2 tablespoons white wine vinegar', '1 tablespoon Dijon mustard', '1/2 teaspoon salt', '1/4 teaspoon ground black pepper', '1 (15 1/2 ounce) can cannellini beans, rinsed and drained', '1/2 cup fresh dill', '1/2 small red onion, thinly sliced and halved', '1/3 cup kalamata olives', '1 rib celery', 'salt and freshly ground black pepper to taste', '6 cups omaine lettuce']|Place potatoes and lima beans in a large pot, and cover with salted water by about 1 inch. Bring water to a boil, then reduce heat, and simmer until potatoes are tender, 9 to 12 minutes. Drain and cool for 5 minutes.Meanwhile, whisk yogurt, vinegar, Dijon, salt, and pepper together in a bowl until well combined.Add cannellini beans, dill, red onion, Kalamata olives, celery, potatoes, and lima beans. Toss gently until everything is well coated, and season to taste with salt and pepper.This may be served at room temperature or chilled. To serve, evenly divide lettuce among serving plates, and top with potato salad.|251 kcal|{'calories': '251 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '7 mg', 'fiberContent': '8 g', 'proteinContent': '14 g', 'saturatedFatContent': '1 g', 'sodiumContent': '626 mg', 'sugarContent': '4 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish,Salad
Hoppin’ John|45|8 servings|['6 slices bacon, chopped', '1/2 cup onion', '1/2 cup chopped celery', '1/2 cup green bell pepper', '3 cloves garlic, minced', '1/2 teaspoon kosher salt', '1/2 teaspoon ground black pepper', '1/2 teaspoon dried thyme', '1/4 teaspoon cayenne pepper', '2 (12 ounce) packages black-eyed peas', '4 cups reduced-sodium chicken broth', '2 cups long grain rice', '1/4 cup green onions, or as needed']|Gather all ingredients.Cook bacon in a 6-quart Dutch oven over medium heat until crisp, about 5 minutes. Transfer bacon to a paper towel-lined plate to drain. Drain all but 1 tablespoon drippings from the Dutch oven.Add onion, celery, green pepper, garlic, salt, black pepper, thyme, and cayenne pepper to the Dutch oven. Cook and stir until tender and starting to brown, about 5 minutes.Add black-eyed peas and broth. Bring to a boil. Reduce heat, cover, and simmer until tender but not mushy, about 20 minutes.Drain; reserving cooking liquid.Stir in rice, bacon, and enough reserved liquid to make a saucy consistency. Season to taste with additional salt, if needed. Garnish with green onions.|212 kcal|{'calories': '212 kcal', 'carbohydrateContent': '33 g', 'cholesterolContent': '9 mg', 'fiberContent': '6 g', 'proteinContent': '13 g', 'saturatedFatContent': '1 g', 'sodiumContent': '515 mg', 'sugarContent': '4 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Crispy Smashed Potatoes|75|6 servings|['1 1/2 pounds red skinned potatoes', '2 tablespoons olive oil, divided', '1/2 teaspoon salt, divided', '1/2 teaspoon ground black pepper, divided', '3 ounces armesan cheese, finely shredded (about 3/4 cup)', '2 tablespoons italian parsley']|Gather all ingredients.Place potatoes in a large saucepan, and add enough water to cover by at least 1 inch. Bring to a boil. Reduce heat, cover, and simmer until potatoes are very tender, about 20 minutes; drain.Meanwhile, preheat the oven to 450 degrees F (230 degrees C). Line a 15x10x1-inch baking pan with foil. Brush foil with 1 tablespoon olive oil.Transfer potatoes to the prepared baking pan. Use a wide-bottomed glass to lightly press down on each potato to smash to about 1/2-inch thickness, while keeping each potato in one piece.Brush smashed potatoes with remaining 1 tablespoon olive oil. Sprinkle with 1/4 teaspoon salt and 1/4 teaspoon pepper.Roast in the preheated oven, uncovered, until bottoms are lightly browned and crisp, about 15 minutes.Turn potatoes; sprinkle with the remaining 1/4 teaspoon salt and 1/4 teaspoon pepper. Return to the oven and roast until potatoes are lightly browned and crisp, 10 to 15 minutes more.Preheat the broiler and set a rack 4 to 5 inches from the heat source. Sprinkle Parmesan cheese over potatoes.Broil until cheese is golden brown and crispy, about 3 minutes. Garnish with parsley.|201 kcal|{'calories': '201 kcal', 'carbohydrateContent': '24 g', 'cholesterolContent': '12 mg', 'fiberContent': '2 g', 'proteinContent': '7 g', 'saturatedFatContent': '3 g', 'sodiumContent': '446 mg', 'sugarContent': '2 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}|Side Dish,Dinner
Loaded Boursin Mashed Potatoes|37|4 servings|['1 1/2 pounds bite-sized baby gold potatoes, halved', '1 teaspoon salt', '2 strips bacon', '1 5.2 ounce) cheese', '1/4 cup melted unsalted butter', '2 tablespoons grated Parmesan cheese', '1/4 cup half-and-half', 'salt and freshly ground black pepper', '1 tablespoon chopped parsley']|Place potatoes in a large pot, and sprinkle with salt. Fill the pot with cold water, covering potatoes by about an inch. Bring to a boil over medium high heat with the pot partially covered with a lid. Reduce the heat to medium, and simmer until potatoes are fork tender, 15 to 20 minutes. Drain potatoes and return to pot.Meanwhile, place bacon in a skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 7 minutes. Drain bacon slices on paper towels. Crumble when cool enough to handle.Break up potatoes with a potato masher or an electric mixer on low speed, add Boursin, butter, Parmesan, and bacon.Continue mashing, gradually adding half-and-half until all ingredients are well combined and you reach your desired consistency, adding more half-and-half if needed. Season with salt and pepper.Transfer to a serving dish, garnish with parsley, and serve.|404 kcal|{'calories': '404 kcal', 'carbohydrateContent': '38 g', 'cholesterolContent': '71 mg', 'fiberContent': '4 g', 'proteinContent': '10 g', 'saturatedFatContent': '15 g', 'sodiumContent': '1071 mg', 'sugarContent': '3 g', 'fatContent': '25 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Boursin Mashed Potatoes|30|6 servings|['2 pounds russet potatoes,', '1/3 cup half-and-half,', '1/4 cup butter, melted', '1 (5.2-ounce) package soft French cheese, such as Boursin® Garlic and Fine Herbs', 'salt and freshly ground black pepper, to taste', '2 tablespoons chives']|Place potatoes in a large pot and cover with water. Lightly salt the water and cover the pot with a lid. Bring to a boil and cook potatoes until soft when pierced with a knife, about 15 minutes. Drain potatoes and return to pot; place over low heat for about a minute to remove excess water from the potatoes.Add in half-and-half, butter, and Boursin® cheese. Mash with a potato masher until desired consistency. Add in additional half-and-half, 1 tablespoon at a time, if potatoes are too thick. Season to taste with salt and pepper; garnish with chives before serving.|400 kcal|{'calories': '400 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '65 mg', 'fiberContent': '4 g', 'proteinContent': '6 g', 'saturatedFatContent': '16 g', 'sodiumContent': '278 mg', 'sugarContent': '2 g', 'fatContent': '25 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Cauliflower Rice Pilaf|25|6 servings|['2 tablespoons unsalted butter', '2/3 cup shallots', '2/3 cup white mushrooms', '3 tablespoons shredded carrots', '1/2 teaspoon turmeric', '1/8 teaspoon curry powder', '1/8 teaspoon paprika', '2 cloves garlic, minced', '1/2 cup white wine', '2 teaspoons bouillon', '1 pound riced cauliflower', 'salt and freshly ground black pepper', '1/4 cup minced fresh parsley, plus more for garnish']|Melt butter in a skillet over medium heat. When butter sizzles, add diced shallots and cook about 2 minutes. Add chopped mushrooms and cook, stirring occasionally, about 3 minutes.Add carrots, and sprinkle on turmeric, curry powder, and paprika. Stir in minced garlic and cook until fragrant, about 30 seconds.Add white wine and chicken flavor bouillon base. Stir until chicken base is dissolved into the liquid. Cook, stirring occasionally, about 3 minutes. See Cook's Note.Add frozen riced cauliflower, and use a fork to break up any clumps. Cook, stirring occasionally, until all the liquid is evaporated and cauliflower is tender, 5 to 8 minutes.Season with salt and pepper, to taste. Stir in fresh minced parsley and place in a serving dish. Garnish with additional parsley, if desired.|93 kcal|{'calories': '93 kcal', 'carbohydrateContent': '9 g', 'cholesterolContent': '10 mg', 'fiberContent': '3 g', 'proteinContent': '3 g', 'saturatedFatContent': '3 g', 'sodiumContent': '287 mg', 'sugarContent': '4 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Mint Sauce|50|16 servings|['1 1/2 tablespoons white sugar', '2 tablespoons water', '1 1/2 cups mint leaves, finely chopped', '1 1/2 tablespoons white wine vinegar', '1 pinch salt']|Place sugar in a bowl, add boiling water, and stir until sugar has dissolved.Add chopped mint, vinegar, and salt to the bowl, and stir until well combined. Set aside for 45 minutes to allow the flavors to develop.|6 kcal|{'calories': '6 kcal', 'carbohydrateContent': '1 g', 'cholesterolContent': '0 mg', 'fiberContent': '0 g', 'proteinContent': '0 g', 'saturatedFatContent': '0 g', 'sodiumContent': '9 mg', 'sugarContent': '1 g', 'fatContent': '0 g', 'unsaturatedFatContent': '0 g'}|Side Dish,Dinner,Sauce
Roast Beef and Pan Gravy for Beginners|1490|6 servings|['3 1/2 teaspoons kosher salt (use 1 teaspoon per pound of beef)', '1 teaspoon ground black pepper', '1 teaspoon granulated garlic', '3 1/2 to 4 pounds top round beef roast (sometimes sold as "London Broil")', '1 tablespoon vegetable oil', '1 yellow onion, diced', '3 cups mushrooms, or any mushrooms', '1/2 teaspoon kosher salt', '2 tablespoons butter', '1 tablespoon butter', '1 tablespoon all-purpose flour', '2 tablespoons sherry vinegar', '2 cups low-sodium beef broth', 'salt and freshly ground black pepper to taste', 'cayenne pepper, or to taste', '1 teaspoon thyme leaves']|Combine 1 teaspoon salt per pound of beef, 1 teaspoon black pepper, and granulated garlic in a small bowl and mix well. Set the beef on a piece of butcher paper, and apply half of salt mixture evenly to each side, tamping it on lightly with a fork. Press the sides of the roast onto any seasoning that has fallen onto the paper. Place beef on a wire rack set over a pan. Refrigerate the “dry brined” beef, uncovered, for 24 hours, turning meat over once after 12 hours.Preheat the oven to 475 degrees F (245 degrees C).Heat oil in an oven-safe pan or skillet over high heat; add beef to pan and sear on both sides until nicely browned, about 3 minutes per side. Using tongs, pick up the meat and sear on the sides as well, if desired.Turn off heat and add onions to the pan wherever they fit; top with mushrooms. Season vegetables with the 1/2 teaspoon salt. Drizzle melted butter over vegetables, and brush melted butter over beef.Roast in the preheated oven for 15 minutes.Reduce oven temperature to 325 degrees F (170 degrees C), and continue to roast beef until desired internal temperature is reached. Begin to check temperature after 15 to 20 minutes. For medium-rare, an instant-read thermometer inserted near the center of beef should reach 125 degrees F (52 degrees C). For medium, internal temperature should reach 130 to 135 degrees F (54 to 57 degrees C). Total roasting time will depend on the size of the roast.Remove beef from the oven, transfer to a plate, and cover loosely with foil. Let rest at least 15 to 20 minutes before slicing.Meanwhile, prepare the gravy. Remove mushrooms from the pan, and keep warm until ready to serve.Melt 1 tablespoon cold butter in the pan over medium-high heat; sprinkle in flour, and cook, stirring, for 2 minutes. Whisk in vinegar and beef broth, and bring mixture to a boil, stirring occasionally. Season with salt, black pepper, and cayenne to taste, and add thyme leaves.Continue boiling on medium-high heat until gravy reduces by about half and thickens slightly. Gravy can be reduced more for a thicker texture.Once meat is rested, slice thinly at a 45-degree angle, and serve with mushrooms and hot gravy over the top.|730 kcal|{'calories': '730 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '287 mg', 'fiberContent': '2 g', 'proteinContent': '96 g', 'saturatedFatContent': '14 g', 'sodiumContent': '1120 mg', 'sugarContent': '3 g', 'fatContent': '36 g', 'unsaturatedFatContent': '0 g'}|Dinner,Entree
Mexican Polenta Pizza|105|4 servings|['1 cup cornmeal', '3 cups skim milk', '1/2 teaspoon kosher salt', '1 tablespoon olive oil', '5 ounces lean ground beef', '1 1/2 cup red chile sauce', '1 cup exican shredded cheese blend, plus more for sprinkling on top', '1 cup shredded lettuce, or to taste', '1 tomato, diced, or to taste', '2 tablespoons black olives, or to taste', '2 tablespoons sour cream, or to taste']|Stir cornmeal, milk, and salt together in a medium saucepan, and cook over medium-high heat, stirring constantly, until mixture comes to a boil and thickens enough to pull away from the sides of the pan, about 15 minutes. Remove from heat and stir in the olive oil. Spread on a greased cookie sheet. Cool in the refrigerator for 1 hour.Preheat the oven to 400 degrees F (200 degrees C).Bake polenta crust in the preheated oven for 10 to 15 minutes.Meanwhile, heat a nonstick skillet over medium-high heat, and cook and stir ground beef in the hot skillet until browned and crumbly, 5 to 7 minutes. Pour in red chile sauce, and simmer until thickened, about 10 minutes.Top polenta crust with meat sauce and cheese. Return to the oven; bake until cheese is melted, 10 to 12 minutes more.Top with lettuce, tomato, black olives, and sour cream. Sprinkle with additional shredded cheese, if desired.|445 kcal|{'calories': '445 kcal', 'carbohydrateContent': '43 g', 'cholesterolContent': '64 mg', 'fiberContent': '5 g', 'proteinContent': '28 g', 'saturatedFatContent': '8 g', 'sodiumContent': '556 mg', 'sugarContent': '16 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}|Dinner,Entree
Mashed Potato au Gratin|115|12 servings|['6 large russet potatoes, peeled and quartered', '3 tablespoons kosher salt', '1/2 cup unsalted butter, cut in pieces', 'salt', '1 cayenne', '3/4 cup milk', '4 ounces Comte', '4 large russet potatoes, peeled and halved', '2 teaspoons kosher salt', 'freshly ground black pepper to taste', '2 tablespoons butter', '2 ounces omte cheese, Gruyere cheese, or Cheddar cheese, shredded', '1/2 cup armigiano-Reggiano cheese']|Preheat the oven to 450 degrees F (230 degrees C). Butter a 13x9-inch baking dish.For the mashed potato, add quartered russet potatoes to a pot with 3 tablespoons salt and enough water to cover by 2 inches. Bring to a boil over high heat; reduce heat to medium and simmer until tender when pierced with a sharp knife, but not falling apart, 15 to 20 minutes. Drain very well.Return potatoes to the pot, and mash until almost smooth. Add butter, salt, and cayenne. Mash until smooth.Add milk and the 4 ounces shredded cheese, and mash and mix until evenly combined. Spread evenly into the prepared baking dish, and smooth the top. Season the top with salt and freshly ground black pepper.For the au gratin potato layer, slice each half potato into 1/8-inch slices.Fan the potato out slightly at an angle, and place on top of mashed potatoes. Repeat with remaining potato halves to cover the surface, creating 4 rows across by 2 potato halves long, using 8 halves total. Depending on the size of potato and dish, you may have to adjust the layout to cover.Generously salt sliced potatoes, and brush generously with melted butter. Scatter the 2 ounces shredded cheese on top, and finish with grated Parmigiano-Reggiano.Bake in the preheated oven until sliced potatoes on top are tender when pierced with a knife, about 1 hour.|411 kcal|{'calories': '411 kcal', 'carbohydrateContent': '55 g', 'cholesterolContent': '46 mg', 'fiberContent': '6 g', 'proteinContent': '13 g', 'saturatedFatContent': '10 g', 'sodiumContent': '1437 mg', 'sugarContent': '4 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}|Dinner,Side Dish
Stuffing Bread Pudding|90|6 servings|['6 cups 3/4-inch cubes soft sandwich bread', '1/4 cup unsalted butter', '1 1/2 cups chopped yellow onions (about 1 1/2 onions)', '1 cup chopped celery', '3 clove cloves garlic', '1 teaspoon dried thyme or 1 tablespoon chopped fresh thyme', '1 teaspoon sage or 1 tablespoon chopped fresh sage', '1 teaspoon dried rosemary or 1 tablespoon chopped fresh rosemary', '1 teaspoon salt', '1 teaspoon ground black pepper', '2 tablespoons white wine vinegar', '1/4 cup chopped fresh parsley', '4 large eggs', '2 cups half-and-half', '1 cup Gouda cheese', '3/4 3/4 cup grated Parmesan cheese']|Gather all ingredients. Preheat oven to 350 degrees F (175 degrees C). Grease a 2-quart baking dish; set aside.Spread bread on a large baking sheet.ake until lightly golden and toasted, about 20 minutes, stirring once halfway through. Turn oven off.Melt butter in a large skillet over medium heat. Add onions and celery, cook stirring frequently, until translucent, about 5 minutes.Add garlic, thyme, sage, rosemary, salt and pepper. Continue to cook and stir until garlic is aromatic, about 2 minutes. Add white wine vinegar and cook, stirring, until mostly evaporated, 1 minute.Combine toasted bread cubes, onion mixture, and parsley in a large bowl; set aside.Combine eggs, half-and-half, gouda, and Parmesan in a medium bowl. Add to bread cube mixture, stir to combine.Spread bread mixture evenly in the prepared baking dish. Cover and refrigerate 2 hours to overnight. Let bread pudding stand at room temperature for 20 minutes before baking. Preheat oven to 350 degrees F (175 degrees C).Bake until center of bread pudding is set, top is golden brown and a knife inserted in the center comes out clean (160 degrees F or 71 degrees C internal temperature), about 45 minutes. Let stand 10 minutes before serving.|452 kcal|{'calories': '452 kcal', 'carbohydrateContent': '29 g', 'cholesterolContent': '199 mg', 'fiberContent': '2 g', 'proteinContent': '18 g', 'saturatedFatContent': '17 g', 'sodiumContent': '954 mg', 'sugarContent': '7 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}|Side Dish
